userId	geneSymbol	geneName	entrezgene	gLink
AQP5	AQP5	aquaporin 5	362	https://www.ncbi.nlm.nih.gov/gene/?term=362
CSRNP2	CSRNP2	cysteine and serine rich nuclear protein 2	81566	https://www.ncbi.nlm.nih.gov/gene/?term=81566
SLC11A2	SLC11A2	solute carrier family 11 member 2	4891	https://www.ncbi.nlm.nih.gov/gene/?term=4891
CTDSP1	CTDSP1	CTD small phosphatase 1	58190	https://www.ncbi.nlm.nih.gov/gene/?term=58190
TBC1D25	TBC1D25	TBC1 domain family member 25	4943	https://www.ncbi.nlm.nih.gov/gene/?term=4943
PIM2	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	11040	https://www.ncbi.nlm.nih.gov/gene/?term=11040
MOCS3	MOCS3	molybdenum cofactor synthesis 3	27304	https://www.ncbi.nlm.nih.gov/gene/?term=27304
SLC35A2	SLC35A2	solute carrier family 35 member A2	7355	https://www.ncbi.nlm.nih.gov/gene/?term=7355
TIMM17B	TIMM17B	translocase of inner mitochondrial membrane 17B	10245	https://www.ncbi.nlm.nih.gov/gene/?term=10245
PQBP1	PQBP1	polyglutamine binding protein 1	10084	https://www.ncbi.nlm.nih.gov/gene/?term=10084
SLC10A3	SLC10A3	solute carrier family 10 member 3	8273	https://www.ncbi.nlm.nih.gov/gene/?term=8273
UBL4A	UBL4A	ubiquitin like 4A	8266	https://www.ncbi.nlm.nih.gov/gene/?term=8266
RPL17	RPL17	ribosomal protein L17	6139	https://www.ncbi.nlm.nih.gov/gene/?term=6139
ABCD1	ABCD1	ATP binding cassette subfamily D member 1	215	https://www.ncbi.nlm.nih.gov/gene/?term=215
BCAP29	BCAP29	B cell receptor associated protein 29	55973	https://www.ncbi.nlm.nih.gov/gene/?term=55973
HCFC1	HCFC1	host cell factor C1	3054	https://www.ncbi.nlm.nih.gov/gene/?term=3054
DNM1L	DNM1L	dynamin 1 like	10059	https://www.ncbi.nlm.nih.gov/gene/?term=10059
CALR	CALR	calreticulin	811	https://www.ncbi.nlm.nih.gov/gene/?term=811
TTC39B	TTC39B	tetratricopeptide repeat domain 39B	158219	https://www.ncbi.nlm.nih.gov/gene/?term=158219
GADD45GIP1	GADD45GIP1	GADD45G interacting protein 1	90480	https://www.ncbi.nlm.nih.gov/gene/?term=90480
SP1	SP1	Sp1 transcription factor	6667	https://www.ncbi.nlm.nih.gov/gene/?term=6667
ZNF462	ZNF462	zinc finger protein 462	58499	https://www.ncbi.nlm.nih.gov/gene/?term=58499
SLC46A2	SLC46A2	solute carrier family 46 member 2	57864	https://www.ncbi.nlm.nih.gov/gene/?term=57864
DNAJC25	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25	548645	https://www.ncbi.nlm.nih.gov/gene/?term=548645
LYSMD2	LYSMD2	LysM domain containing 2	256586	https://www.ncbi.nlm.nih.gov/gene/?term=256586
HACD4	HACD4	3-hydroxyacyl-CoA dehydratase 4	401494	https://www.ncbi.nlm.nih.gov/gene/?term=401494
FOCAD	FOCAD	focadhesin	54914	https://www.ncbi.nlm.nih.gov/gene/?term=54914
NFIB	NFIB	nuclear factor I B	4781	https://www.ncbi.nlm.nih.gov/gene/?term=4781
RIC1	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	57589	https://www.ncbi.nlm.nih.gov/gene/?term=57589
RASEF	RASEF	RAS and EF-hand domain containing	158158	https://www.ncbi.nlm.nih.gov/gene/?term=158158
GADD45G	GADD45G	growth arrest and DNA damage inducible gamma	10912	https://www.ncbi.nlm.nih.gov/gene/?term=10912
SYK	SYK	spleen associated tyrosine kinase	6850	https://www.ncbi.nlm.nih.gov/gene/?term=6850
MCC	MCC	MCC, WNT signaling pathway regulator	4163	https://www.ncbi.nlm.nih.gov/gene/?term=4163
ELL2	ELL2	elongation factor for RNA polymerase II 2	22936	https://www.ncbi.nlm.nih.gov/gene/?term=22936
ARRDC3	ARRDC3	arrestin domain containing 3	57561	https://www.ncbi.nlm.nih.gov/gene/?term=57561
VIPR1	VIPR1	vasoactive intestinal peptide receptor 1	7433	https://www.ncbi.nlm.nih.gov/gene/?term=7433
LIFR	LIFR	LIF receptor alpha	3977	https://www.ncbi.nlm.nih.gov/gene/?term=3977
EDEM1	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	9695	https://www.ncbi.nlm.nih.gov/gene/?term=9695
SRGAP3	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	9901	https://www.ncbi.nlm.nih.gov/gene/?term=9901
SLC45A4	SLC45A4	solute carrier family 45 member 4	57210	https://www.ncbi.nlm.nih.gov/gene/?term=57210
SPIDR	SPIDR	scaffold protein involved in DNA repair	23514	https://www.ncbi.nlm.nih.gov/gene/?term=23514
TTC39C	TTC39C	tetratricopeptide repeat domain 39C	125488	https://www.ncbi.nlm.nih.gov/gene/?term=125488
TWSG1	TWSG1	twisted gastrulation BMP signaling modulator 1	57045	https://www.ncbi.nlm.nih.gov/gene/?term=57045
TFAP2A	TFAP2A	transcription factor AP-2 alpha	7020	https://www.ncbi.nlm.nih.gov/gene/?term=7020
SLC22A23	SLC22A23	solute carrier family 22 member 23	63027	https://www.ncbi.nlm.nih.gov/gene/?term=63027
ANKH	ANKH	ANKH inorganic pyrophosphate transport regulator	56172	https://www.ncbi.nlm.nih.gov/gene/?term=56172
IRX1	IRX1	iroquois homeobox 1	79192	https://www.ncbi.nlm.nih.gov/gene/?term=79192
HDAC1	HDAC1	histone deacetylase 1	3065	https://www.ncbi.nlm.nih.gov/gene/?term=3065
GLRX2	GLRX2	glutaredoxin 2	51022	https://www.ncbi.nlm.nih.gov/gene/?term=51022
CDC73	CDC73	cell division cycle 73	79577	https://www.ncbi.nlm.nih.gov/gene/?term=79577
SAMD10	SAMD10	sterile alpha motif domain containing 10	140700	https://www.ncbi.nlm.nih.gov/gene/?term=140700
MFSD14A	MFSD14A	major facilitator superfamily domain containing 14A	64645	https://www.ncbi.nlm.nih.gov/gene/?term=64645
SLC35A3	SLC35A3	solute carrier family 35 member A3	23443	https://www.ncbi.nlm.nih.gov/gene/?term=23443
MED30	MED30	mediator complex subunit 30	90390	https://www.ncbi.nlm.nih.gov/gene/?term=90390
ANKRD13C	ANKRD13C	ankyrin repeat domain 13C	81573	https://www.ncbi.nlm.nih.gov/gene/?term=81573
CTH	CTH	cystathionine gamma-lyase	1491	https://www.ncbi.nlm.nih.gov/gene/?term=1491
NFIA	NFIA	nuclear factor I A	4774	https://www.ncbi.nlm.nih.gov/gene/?term=4774
MYSM1	MYSM1	Myb like, SWIRM and MPN domains 1	114803	https://www.ncbi.nlm.nih.gov/gene/?term=114803
OMA1	OMA1	OMA1 zinc metallopeptidase	115209	https://www.ncbi.nlm.nih.gov/gene/?term=115209
AHCYL1	AHCYL1	adenosylhomocysteinase like 1	10768	https://www.ncbi.nlm.nih.gov/gene/?term=10768
CSF1	CSF1	colony stimulating factor 1	1435	https://www.ncbi.nlm.nih.gov/gene/?term=1435
SPDEF	SPDEF	SAM pointed domain containing ETS transcription factor	25803	https://www.ncbi.nlm.nih.gov/gene/?term=25803
FOXP4	FOXP4	forkhead box P4	116113	https://www.ncbi.nlm.nih.gov/gene/?term=116113
CD34	CD34	CD34 molecule	947	https://www.ncbi.nlm.nih.gov/gene/?term=947
TMEM9	TMEM9	transmembrane protein 9	252839	https://www.ncbi.nlm.nih.gov/gene/?term=252839
DENND2D	DENND2D	DENN domain containing 2D	79961	https://www.ncbi.nlm.nih.gov/gene/?term=79961
GDF5	GDF5	growth differentiation factor 5	8200	https://www.ncbi.nlm.nih.gov/gene/?term=8200
PXMP4	PXMP4	peroxisomal membrane protein 4	11264	https://www.ncbi.nlm.nih.gov/gene/?term=11264
ZNF341	ZNF341	zinc finger protein 341	84905	https://www.ncbi.nlm.nih.gov/gene/?term=84905
ACTR5	ACTR5	actin related protein 5	79913	https://www.ncbi.nlm.nih.gov/gene/?term=79913
ARHGAP40	ARHGAP40	Rho GTPase activating protein 40	343578	https://www.ncbi.nlm.nih.gov/gene/?term=343578
YWHAZ	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	7534	https://www.ncbi.nlm.nih.gov/gene/?term=7534
ZNF217	ZNF217	zinc finger protein 217	7764	https://www.ncbi.nlm.nih.gov/gene/?term=7764
GNAS	GNAS	GNAS complex locus	2778	https://www.ncbi.nlm.nih.gov/gene/?term=2778
NDUFAF6	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	137682	https://www.ncbi.nlm.nih.gov/gene/?term=137682
CALB1	CALB1	calbindin 1	793	https://www.ncbi.nlm.nih.gov/gene/?term=793
TPD52	TPD52	tumor protein D52	7163	https://www.ncbi.nlm.nih.gov/gene/?term=7163
ZBTB10	ZBTB10	zinc finger and BTB domain containing 10	65986	https://www.ncbi.nlm.nih.gov/gene/?term=65986
ANOS1	ANOS1	anosmin 1	3730	https://www.ncbi.nlm.nih.gov/gene/?term=3730
TSPAN7	TSPAN7	tetraspanin 7	7102	https://www.ncbi.nlm.nih.gov/gene/?term=7102
TMEM164	TMEM164	transmembrane protein 164	84187	https://www.ncbi.nlm.nih.gov/gene/?term=84187
CXADR	CXADR	CXADR, Ig-like cell adhesion molecule	1525	https://www.ncbi.nlm.nih.gov/gene/?term=1525
TBC1D4	TBC1D4	TBC1 domain family member 4	9882	https://www.ncbi.nlm.nih.gov/gene/?term=9882
ZFAND4	ZFAND4	zinc finger AN1-type containing 4	93550	https://www.ncbi.nlm.nih.gov/gene/?term=93550
PSTK	PSTK	phosphoseryl-tRNA kinase	118672	https://www.ncbi.nlm.nih.gov/gene/?term=118672
IKZF5	IKZF5	IKAROS family zinc finger 5	64376	https://www.ncbi.nlm.nih.gov/gene/?term=64376
PDCD4	PDCD4	programmed cell death 4	27250	https://www.ncbi.nlm.nih.gov/gene/?term=27250
WBP1L	WBP1L	WW domain binding protein 1 like	54838	https://www.ncbi.nlm.nih.gov/gene/?term=54838
SUFU	SUFU	SUFU negative regulator of hedgehog signaling	51684	https://www.ncbi.nlm.nih.gov/gene/?term=51684
MFSD13A	MFSD13A	major facilitator superfamily domain containing 13A	79847	https://www.ncbi.nlm.nih.gov/gene/?term=79847
ACTR1A	ACTR1A	actin related protein 1A	10121	https://www.ncbi.nlm.nih.gov/gene/?term=10121
LZTS2	LZTS2	leucine zipper tumor suppressor 2	84445	https://www.ncbi.nlm.nih.gov/gene/?term=84445
GPC1	GPC1	glypican 1	2817	https://www.ncbi.nlm.nih.gov/gene/?term=2817
HES6	HES6	hes family bHLH transcription factor 6	55502	https://www.ncbi.nlm.nih.gov/gene/?term=55502
FARSB	FARSB	phenylalanyl-tRNA synthetase subunit beta	10056	https://www.ncbi.nlm.nih.gov/gene/?term=10056
ACSL3	ACSL3	acyl-CoA synthetase long chain family member 3	2181	https://www.ncbi.nlm.nih.gov/gene/?term=2181
FCHO2	FCHO2	FCH domain only 2	115548	https://www.ncbi.nlm.nih.gov/gene/?term=115548
RASGEF1A	RASGEF1A	RasGEF domain family member 1A	221002	https://www.ncbi.nlm.nih.gov/gene/?term=221002
TMEM212	TMEM212	transmembrane protein 212	389177	https://www.ncbi.nlm.nih.gov/gene/?term=389177
SCD	SCD	stearoyl-CoA desaturase	6319	https://www.ncbi.nlm.nih.gov/gene/?term=6319
CAPS2	CAPS2	calcyphosine 2	84698	https://www.ncbi.nlm.nih.gov/gene/?term=84698
TMTC3	TMTC3	transmembrane and tetratricopeptide repeat containing 3	160418	https://www.ncbi.nlm.nih.gov/gene/?term=160418
ATP2B1	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	490	https://www.ncbi.nlm.nih.gov/gene/?term=490
SAMD4A	SAMD4A	sterile alpha motif domain containing 4A	23034	https://www.ncbi.nlm.nih.gov/gene/?term=23034
PLBD1	PLBD1	phospholipase B domain containing 1	79887	https://www.ncbi.nlm.nih.gov/gene/?term=79887
RPS19BP1	RPS19BP1	ribosomal protein S19 binding protein 1	91582	https://www.ncbi.nlm.nih.gov/gene/?term=91582
ATF4	ATF4	activating transcription factor 4	468	https://www.ncbi.nlm.nih.gov/gene/?term=468
MIEF1	MIEF1	mitochondrial elongation factor 1	54471	https://www.ncbi.nlm.nih.gov/gene/?term=54471
SYNGR1	SYNGR1	synaptogyrin 1	9145	https://www.ncbi.nlm.nih.gov/gene/?term=9145
RPL3	RPL3	ribosomal protein L3	6122	https://www.ncbi.nlm.nih.gov/gene/?term=6122
GGA1	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	26088	https://www.ncbi.nlm.nih.gov/gene/?term=26088
CDC42EP1	CDC42EP1	CDC42 effector protein 1	11135	https://www.ncbi.nlm.nih.gov/gene/?term=11135
CRY1	CRY1	cryptochrome circadian regulator 1	1407	https://www.ncbi.nlm.nih.gov/gene/?term=1407
TMEM263	TMEM263	transmembrane protein 263	90488	https://www.ncbi.nlm.nih.gov/gene/?term=90488
SLC41A2	SLC41A2	solute carrier family 41 member 2	84102	https://www.ncbi.nlm.nih.gov/gene/?term=84102
SSBP1	SSBP1	single stranded DNA binding protein 1	6742	https://www.ncbi.nlm.nih.gov/gene/?term=6742
CREB3	CREB3	cAMP responsive element binding protein 3	10488	https://www.ncbi.nlm.nih.gov/gene/?term=10488
FAM3C	FAM3C	family with sequence similarity 3 member C	10447	https://www.ncbi.nlm.nih.gov/gene/?term=10447
NEK1	NEK1	NIMA related kinase 1	4750	https://www.ncbi.nlm.nih.gov/gene/?term=4750
CPE	CPE	carboxypeptidase E	1363	https://www.ncbi.nlm.nih.gov/gene/?term=1363
NFXL1	NFXL1	nuclear transcription factor, X-box binding like 1	152518	https://www.ncbi.nlm.nih.gov/gene/?term=152518
UGDH	UGDH	UDP-glucose 6-dehydrogenase	7358	https://www.ncbi.nlm.nih.gov/gene/?term=7358
ST3GAL3	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	6487	https://www.ncbi.nlm.nih.gov/gene/?term=6487
CDK1	CDK1	cyclin dependent kinase 1	983	https://www.ncbi.nlm.nih.gov/gene/?term=983
YKT6	YKT6	YKT6 v-SNARE homolog	10652	https://www.ncbi.nlm.nih.gov/gene/?term=10652
ATP6V1B2	ATP6V1B2	ATPase H+ transporting V1 subunit B2	526	https://www.ncbi.nlm.nih.gov/gene/?term=526
SLC25A28	SLC25A28	solute carrier family 25 member 28	81894	https://www.ncbi.nlm.nih.gov/gene/?term=81894
POLR3D	POLR3D	RNA polymerase III subunit D	661	https://www.ncbi.nlm.nih.gov/gene/?term=661
KAT6A	KAT6A	lysine acetyltransferase 6A	7994	https://www.ncbi.nlm.nih.gov/gene/?term=7994
TMED9	TMED9	transmembrane p24 trafficking protein 9	54732	https://www.ncbi.nlm.nih.gov/gene/?term=54732
MXD1	MXD1	MAX dimerization protein 1	4084	https://www.ncbi.nlm.nih.gov/gene/?term=4084
TSR1	TSR1	TSR1, ribosome maturation factor	55720	https://www.ncbi.nlm.nih.gov/gene/?term=55720
NFU1	NFU1	NFU1 iron-sulfur cluster scaffold	27247	https://www.ncbi.nlm.nih.gov/gene/?term=27247
GMCL1	GMCL1	germ cell-less, spermatogenesis associated 1	64395	https://www.ncbi.nlm.nih.gov/gene/?term=64395
HSPB1	HSPB1	heat shock protein family B (small) member 1	3315	https://www.ncbi.nlm.nih.gov/gene/?term=3315
FDXACB1	FDXACB1	ferredoxin-fold anticodon binding domain containing 1	91893	https://www.ncbi.nlm.nih.gov/gene/?term=91893
CRYAB	CRYAB	crystallin alpha B	1410	https://www.ncbi.nlm.nih.gov/gene/?term=1410
RBM7	RBM7	RNA binding motif protein 7	10179	https://www.ncbi.nlm.nih.gov/gene/?term=10179
REXO2	REXO2	RNA exonuclease 2	25996	https://www.ncbi.nlm.nih.gov/gene/?term=25996
PAFAH1B2	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	5049	https://www.ncbi.nlm.nih.gov/gene/?term=5049
RNF214	RNF214	ring finger protein 214	257160	https://www.ncbi.nlm.nih.gov/gene/?term=257160
HYOU1	HYOU1	hypoxia up-regulated 1	10525	https://www.ncbi.nlm.nih.gov/gene/?term=10525
SLC37A4	SLC37A4	solute carrier family 37 member 4	2542	https://www.ncbi.nlm.nih.gov/gene/?term=2542
PCSK7	PCSK7	proprotein convertase subtilisin/kexin type 7	9159	https://www.ncbi.nlm.nih.gov/gene/?term=9159
BACE1	BACE1	beta-secretase 1	23621	https://www.ncbi.nlm.nih.gov/gene/?term=23621
C2CD2L	C2CD2L	C2CD2 like	9854	https://www.ncbi.nlm.nih.gov/gene/?term=9854
VPS11	VPS11	VPS11, CORVET/HOPS core subunit	55823	https://www.ncbi.nlm.nih.gov/gene/?term=55823
TRAPPC4	TRAPPC4	trafficking protein particle complex 4	51399	https://www.ncbi.nlm.nih.gov/gene/?term=51399
CCDC84	CCDC84	coiled-coil domain containing 84	338657	https://www.ncbi.nlm.nih.gov/gene/?term=338657
TPM3	TPM3	tropomyosin 3	7170	https://www.ncbi.nlm.nih.gov/gene/?term=7170
DCAF12	DCAF12	DDB1 and CUL4 associated factor 12	25853	https://www.ncbi.nlm.nih.gov/gene/?term=25853
SNX27	SNX27	sorting nexin family member 27	81609	https://www.ncbi.nlm.nih.gov/gene/?term=81609
TUFT1	TUFT1	tuftelin 1	7286	https://www.ncbi.nlm.nih.gov/gene/?term=7286
MCL1	MCL1	MCL1, BCL2 family apoptosis regulator	4170	https://www.ncbi.nlm.nih.gov/gene/?term=4170
ENSA	ENSA	endosulfine alpha	2029	https://www.ncbi.nlm.nih.gov/gene/?term=2029
GOLPH3L	GOLPH3L	golgi phosphoprotein 3 like	55204	https://www.ncbi.nlm.nih.gov/gene/?term=55204
CTSS	CTSS	cathepsin S	1520	https://www.ncbi.nlm.nih.gov/gene/?term=1520
ARNT	ARNT	aryl hydrocarbon receptor nuclear translocator	405	https://www.ncbi.nlm.nih.gov/gene/?term=405
CDC42SE1	CDC42SE1	CDC42 small effector 1	56882	https://www.ncbi.nlm.nih.gov/gene/?term=56882
MAP2K1	MAP2K1	mitogen-activated protein kinase kinase 1	5604	https://www.ncbi.nlm.nih.gov/gene/?term=5604
OVOL1	OVOL1	ovo like transcriptional repressor 1	5017	https://www.ncbi.nlm.nih.gov/gene/?term=5017
TAGLN3	TAGLN3	transgelin 3	29114	https://www.ncbi.nlm.nih.gov/gene/?term=29114
YARS	YARS	tyrosyl-tRNA synthetase	8565	https://www.ncbi.nlm.nih.gov/gene/?term=8565
KIAA1522	KIAA1522	KIAA1522	57648	https://www.ncbi.nlm.nih.gov/gene/?term=57648
RBM42	RBM42	RNA binding motif protein 42	79171	https://www.ncbi.nlm.nih.gov/gene/?term=79171
PSMC4	PSMC4	proteasome 26S subunit, ATPase 4	5704	https://www.ncbi.nlm.nih.gov/gene/?term=5704
RPA2	RPA2	replication protein A2	6118	https://www.ncbi.nlm.nih.gov/gene/?term=6118
XKR8	XKR8	XK related 8	55113	https://www.ncbi.nlm.nih.gov/gene/?term=55113
STX12	STX12	syntaxin 12	23673	https://www.ncbi.nlm.nih.gov/gene/?term=23673
TMEM234	TMEM234	transmembrane protein 234	56063	https://www.ncbi.nlm.nih.gov/gene/?term=56063
FAM167B	FAM167B	family with sequence similarity 167 member B	84734	https://www.ncbi.nlm.nih.gov/gene/?term=84734
PTP4A2	PTP4A2	protein tyrosine phosphatase type IVA, member 2	8073	https://www.ncbi.nlm.nih.gov/gene/?term=8073
RCC1	RCC1	regulator of chromosome condensation 1	1104	https://www.ncbi.nlm.nih.gov/gene/?term=1104
PHACTR4	PHACTR4	phosphatase and actin regulator 4	65979	https://www.ncbi.nlm.nih.gov/gene/?term=65979
CEP85	CEP85	centrosomal protein 85	64793	https://www.ncbi.nlm.nih.gov/gene/?term=64793
PAFAH2	PAFAH2	platelet activating factor acetylhydrolase 2	5051	https://www.ncbi.nlm.nih.gov/gene/?term=5051
GALE	GALE	UDP-galactose-4-epimerase	2582	https://www.ncbi.nlm.nih.gov/gene/?term=2582
PPT1	PPT1	palmitoyl-protein thioesterase 1	5538	https://www.ncbi.nlm.nih.gov/gene/?term=5538
CAP1	CAP1	cyclase associated actin cytoskeleton regulatory protein 1	10487	https://www.ncbi.nlm.nih.gov/gene/?term=10487
KIAA0319L	KIAA0319L	KIAA0319 like	79932	https://www.ncbi.nlm.nih.gov/gene/?term=79932
TMEM266	TMEM266	transmembrane protein 266	123591	https://www.ncbi.nlm.nih.gov/gene/?term=123591
FBXO22	FBXO22	F-box protein 22	26263	https://www.ncbi.nlm.nih.gov/gene/?term=26263
ZNF592	ZNF592	zinc finger protein 592	9640	https://www.ncbi.nlm.nih.gov/gene/?term=9640
ARPP19	ARPP19	cAMP regulated phosphoprotein 19	10776	https://www.ncbi.nlm.nih.gov/gene/?term=10776
FAM214A	FAM214A	family with sequence similarity 214 member A	56204	https://www.ncbi.nlm.nih.gov/gene/?term=56204
CSNK1G1	CSNK1G1	casein kinase 1 gamma 1	53944	https://www.ncbi.nlm.nih.gov/gene/?term=53944
PPIB	PPIB	peptidylprolyl isomerase B	5479	https://www.ncbi.nlm.nih.gov/gene/?term=5479
SNX24	SNX24	sorting nexin 24	28966	https://www.ncbi.nlm.nih.gov/gene/?term=28966
CHD2	CHD2	chromodomain helicase DNA binding protein 2	1106	https://www.ncbi.nlm.nih.gov/gene/?term=1106
KLF13	KLF13	Kruppel like factor 13	51621	https://www.ncbi.nlm.nih.gov/gene/?term=51621
PRDM2	PRDM2	PR/SET domain 2	7799	https://www.ncbi.nlm.nih.gov/gene/?term=7799
PPIP5K1	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1	9677	https://www.ncbi.nlm.nih.gov/gene/?term=9677
UACA	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	55075	https://www.ncbi.nlm.nih.gov/gene/?term=55075
CIB1	CIB1	calcium and integrin binding 1	10519	https://www.ncbi.nlm.nih.gov/gene/?term=10519
FES	FES	FES proto-oncogene, tyrosine kinase	2242	https://www.ncbi.nlm.nih.gov/gene/?term=2242
FURIN	FURIN	furin, paired basic amino acid cleaving enzyme	5045	https://www.ncbi.nlm.nih.gov/gene/?term=5045
HYPK	HYPK	huntingtin interacting protein K	25764	https://www.ncbi.nlm.nih.gov/gene/?term=25764
PDIA3	PDIA3	protein disulfide isomerase family A member 3	2923	https://www.ncbi.nlm.nih.gov/gene/?term=2923
CKMT1A	CKMT1A	creatine kinase, mitochondrial 1A	548596	https://www.ncbi.nlm.nih.gov/gene/?term=548596
ZNF710	ZNF710	zinc finger protein 710	374655	https://www.ncbi.nlm.nih.gov/gene/?term=374655
SNX33	SNX33	sorting nexin 33	257364	https://www.ncbi.nlm.nih.gov/gene/?term=257364
SNUPN	SNUPN	snurportin 1	10073	https://www.ncbi.nlm.nih.gov/gene/?term=10073
ERCC6L	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	54821	https://www.ncbi.nlm.nih.gov/gene/?term=54821
CHMP1A	CHMP1A	charged multivesicular body protein 1A	5119	https://www.ncbi.nlm.nih.gov/gene/?term=5119
SMURF2	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	64750	https://www.ncbi.nlm.nih.gov/gene/?term=64750
KPNA2	KPNA2	karyopherin subunit alpha 2	3838	https://www.ncbi.nlm.nih.gov/gene/?term=3838
PDAP1	PDAP1	PDGFA associated protein 1	11333	https://www.ncbi.nlm.nih.gov/gene/?term=11333
VMA21	VMA21	VMA21, vacuolar ATPase assembly factor	203547	https://www.ncbi.nlm.nih.gov/gene/?term=203547
RNF128	RNF128	ring finger protein 128, E3 ubiquitin protein ligase	79589	https://www.ncbi.nlm.nih.gov/gene/?term=79589
SNX8	SNX8	sorting nexin 8	29886	https://www.ncbi.nlm.nih.gov/gene/?term=29886
FOXK2	FOXK2	forkhead box K2	3607	https://www.ncbi.nlm.nih.gov/gene/?term=3607
LMTK2	LMTK2	lemur tyrosine kinase 2	22853	https://www.ncbi.nlm.nih.gov/gene/?term=22853
BAIAP2L1	BAIAP2L1	BAI1 associated protein 2 like 1	55971	https://www.ncbi.nlm.nih.gov/gene/?term=55971
CDR2	CDR2	cerebellar degeneration related protein 2	1039	https://www.ncbi.nlm.nih.gov/gene/?term=1039
METTL9	METTL9	methyltransferase like 9	51108	https://www.ncbi.nlm.nih.gov/gene/?term=51108
KIAA0513	KIAA0513	KIAA0513	9764	https://www.ncbi.nlm.nih.gov/gene/?term=9764
AKAP17A	AKAP17A	A-kinase anchoring protein 17A	8227	https://www.ncbi.nlm.nih.gov/gene/?term=8227
GINS2	GINS2	GINS complex subunit 2	51659	https://www.ncbi.nlm.nih.gov/gene/?term=51659
EMC9	EMC9	ER membrane protein complex subunit 9	51016	https://www.ncbi.nlm.nih.gov/gene/?term=51016
RBL2	RBL2	RB transcriptional corepressor like 2	5934	https://www.ncbi.nlm.nih.gov/gene/?term=5934
AKTIP	AKTIP	AKT interacting protein	64400	https://www.ncbi.nlm.nih.gov/gene/?term=64400
N4BP1	N4BP1	NEDD4 binding protein 1	9683	https://www.ncbi.nlm.nih.gov/gene/?term=9683
SIAH1	SIAH1	siah E3 ubiquitin protein ligase 1	6477	https://www.ncbi.nlm.nih.gov/gene/?term=6477
LONP1	LONP1	lon peptidase 1, mitochondrial	9361	https://www.ncbi.nlm.nih.gov/gene/?term=9361
RHPN2	RHPN2	rhophilin Rho GTPase binding protein 2	85415	https://www.ncbi.nlm.nih.gov/gene/?term=85415
TLDC2	TLDC2	TBC/LysM-associated domain containing 2	140711	https://www.ncbi.nlm.nih.gov/gene/?term=140711
OTUD3	OTUD3	OTU deubiquitinase 3	23252	https://www.ncbi.nlm.nih.gov/gene/?term=23252
MUL1	MUL1	mitochondrial E3 ubiquitin protein ligase 1	79594	https://www.ncbi.nlm.nih.gov/gene/?term=79594
SPINT2	SPINT2	serine peptidase inhibitor, Kunitz type 2	10653	https://www.ncbi.nlm.nih.gov/gene/?term=10653
ITPKC	ITPKC	inositol-trisphosphate 3-kinase C	80271	https://www.ncbi.nlm.nih.gov/gene/?term=80271
SNRPA	SNRPA	small nuclear ribonucleoprotein polypeptide A	6626	https://www.ncbi.nlm.nih.gov/gene/?term=6626
YIF1B	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein	90522	https://www.ncbi.nlm.nih.gov/gene/?term=90522
LTBP4	LTBP4	latent transforming growth factor beta binding protein 4	8425	https://www.ncbi.nlm.nih.gov/gene/?term=8425
VASP	VASP	vasodilator stimulated phosphoprotein	7408	https://www.ncbi.nlm.nih.gov/gene/?term=7408
ERCC2	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	2068	https://www.ncbi.nlm.nih.gov/gene/?term=2068
PPP1R13L	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	10848	https://www.ncbi.nlm.nih.gov/gene/?term=10848
OPA3	OPA3	OPA3, outer mitochondrial membrane lipid metabolism regulator	80207	https://www.ncbi.nlm.nih.gov/gene/?term=80207
ACP7	ACP7	acid phosphatase 7, tartrate resistant (putative)	390928	https://www.ncbi.nlm.nih.gov/gene/?term=390928
PAK4	PAK4	p21 (RAC1) activated kinase 4	10298	https://www.ncbi.nlm.nih.gov/gene/?term=10298
PAF1	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	54623	https://www.ncbi.nlm.nih.gov/gene/?term=54623
AP2S1	AP2S1	adaptor related protein complex 2 subunit sigma 1	1175	https://www.ncbi.nlm.nih.gov/gene/?term=1175
SLC1A4	SLC1A4	solute carrier family 1 member 4	6509	https://www.ncbi.nlm.nih.gov/gene/?term=6509
UAP1L1	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	91373	https://www.ncbi.nlm.nih.gov/gene/?term=91373
