chr	start	end	samples
scaffold-ma1	207825847	207826261	RVG11_RVG1_RVG4
scaffold-ma1	207913203	207913402	RVG11_RVG1
scaffold-ma1	207916108	207916320	RVG11_RVG1_RVG4
scaffold-ma1	207974550	207975097	RVG11_RVG1_RVG4
scaffold-ma1	208025303	208025565	RVG11_RVG1
scaffold-ma1	208055348	208055484	RVG11_RVG1
scaffold-ma1	208059919	208060283	RVG11_RVG1_RVG4
scaffold-ma1	208086896	208087322	RVG11_RVG1_RVG4
scaffold-ma1	208100148	208100465	RVG11_RVG1_RVG4
scaffold-ma1	208117991	208118300	RVG11_RVG1_RVG4
scaffold-ma1	208118674	208119168	RVG11_RVG1_RVG4
scaffold-ma1	208149902	208150090	RVG1_RVG4
scaffold-ma1	208167252	208167601	RVG1_RVG4
scaffold-ma1	208176611	208176849	RVG1_RVG4
scaffold-ma1	208299438	208299718	RVG11_RVG1_RVG4
scaffold-ma1	208326538	208326778	RVG11_RVG1_RVG4
scaffold-ma1	208498129	208498861	RVG11_RVG1_RVG4
scaffold-ma1	208507833	208508601	RVG11_RVG1_RVG4
scaffold-ma1	208509606	208510010	RVG11_RVG1_RVG4
scaffold-ma1	208519926	208520074	RVG11_RVG1_RVG4
scaffold-ma1	208567990	208568698	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	208688928	208689278	RVG11_RVG1_RVG4
scaffold-ma1	208695719	208695968	RVG11_RVG1_RVG4
scaffold-ma1	208735085	208735638	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	208739564	208740169	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	208847273	208847375	RVG11_RVG1
scaffold-ma1	208963853	208963969	RVG11_RVG1
scaffold-ma1	208970414	208970754	RVG11_RVG4
scaffold-ma1	208971385	208972006	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	208976686	208976859	RVG11_RVG1
scaffold-ma1	208986354	208986742	RVG11_RVG1_RVG4
scaffold-ma1	209050358	209050932	RVG11_RVG1_RVG4
scaffold-ma1	209105154	209105615	RVG11_RVG1_RVG4
scaffold-ma1	209110553	209110803	RVG11_RVG1_RVG4
scaffold-ma1	209149315	209149513	RVG11_RVG1_RVG4
scaffold-ma1	209158656	209158770	RVG11_RVG1
scaffold-ma1	209364491	209364633	RVG11_RVG1_RVG4
scaffold-ma1	209365469	209366125	RVG11_RVG1_RVG4
scaffold-ma1	209394299	209394488	RVG11_RVG1
scaffold-ma1	209404040	209404482	RVG11_RVG1_RVG4
scaffold-ma1	209466428	209466957	RVG11_RVG1_RVG4
scaffold-ma1	209579826	209580133	RVG11_RVG1_RVG4
scaffold-ma1	209586595	209587201	RVG11_RVG1_RVG4
scaffold-ma1	209757353	209757850	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	209819443	209820037	RVG11_RVG1_RVG4
scaffold-ma1	209824977	209825365	RVG11_RVG4
scaffold-ma1	209883712	209883967	RVG11_RVG1_RVG4
scaffold-ma1	209885527	209885695	RVG11_RVG4
scaffold-ma1	209904846	209904980	RVG11_RVG1
scaffold-ma1	209918797	209919254	RVG11_RVG1_RVG4
scaffold-ma1	209932204	209932566	RVG1_RVG1_RVG4
scaffold-ma1	209938071	209938526	RVG11_RVG1_RVG4
scaffold-ma1	209941473	209941737	RVG11_RVG1_RVG4
scaffold-ma1	209942066	209942208	RVG11_RVG1
scaffold-ma1	209950650	209950959	RVG11_RVG1_RVG4
scaffold-ma1	209956660	209956833	RVG11_RVG1_RVG4
scaffold-ma1	209958125	209958479	RVG11_RVG1_RVG4
scaffold-ma1	209974436	209974600	RVG1_RVG4
scaffold-ma1	210005733	210006586	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	210217422	210217583	RVG11_RVG1
scaffold-ma1	210258474	210258738	RVG11_RVG1_RVG4
scaffold-ma1	210310414	210310718	RVG11_RVG1_RVG4
scaffold-ma1	210325905	210326086	RVG11_RVG1_RVG4
scaffold-ma1	210328455	210328760	RVG11_RVG1_RVG4
scaffold-ma1	210344073	210344516	RVG11_RVG1_RVG4
scaffold-ma1	210361797	210362197	RVG11_RVG1_RVG4
scaffold-ma1	210364729	210365199	RVG11_RVG1_RVG4
scaffold-ma1	210384617	210385260	RVG11_RVG1_RVG4
scaffold-ma1	210423365	210423721	RVG11_RVG1_RVG4
scaffold-ma1	210443187	210443555	RVG11_RVG1_RVG4
scaffold-ma1	210449811	210450382	RVG11_RVG1_RVG4
scaffold-ma1	210452592	210453075	RVG11_RVG1_RVG4
scaffold-ma1	210521458	210521762	RVG1_RVG4
scaffold-ma1	210603695	210603918	RVG11_RVG1_RVG4
scaffold-ma1	210797517	210797658	RVG11_RVG1
scaffold-ma1	211218797	211219013	RVG11_RVG1
scaffold-ma1	211232246	211232934	RVG11_RVG1_RVG4
scaffold-ma1	211250409	211250774	RVG11_RVG1_RVG4
scaffold-ma1	211252009	211252383	RVG11_RVG1_RVG4
scaffold-ma1	211257933	211258701	RVG11_RVG1_RVG4
scaffold-ma1	211259027	211259448	RVG11_RVG1_RVG4
scaffold-ma1	211277909	211278337	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	211281124	211281271	RVG1_RVG4
scaffold-ma1	211284495	211284633	RVG1_RVG4
scaffold-ma1	211289594	211290223	RVG11_RVG1_RVG4
scaffold-ma1	211290837	211291476	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	211385360	211385684	RVG11_RVG1_RVG4
scaffold-ma1	211410631	211411271	RVG11_RVG1_RVG4
scaffold-ma1	211430322	211430511	RVG11_RVG1_RVG4
scaffold-ma1	211431040	211431348	RVG11_RVG1_RVG4
scaffold-ma1	211433387	211433527	RVG11_RVG4
scaffold-ma1	211510608	211510735	RVG11_RVG1
scaffold-ma1	211511854	211512273	RVG11_RVG1_RVG4
scaffold-ma1	211526405	211527196	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	211617913	211618087	RVG1_RVG4
scaffold-ma1	211632097	211632511	RVG11_RVG1_RVG4
scaffold-ma1	211635951	211636252	RVG11_RVG1_RVG4
scaffold-ma1	211704218	211704468	RVG11_RVG1_RVG4
scaffold-ma1	211710738	211710998	RVG11_RVG1_RVG4
scaffold-ma1	211712115	211712603	RVG11_RVG1_RVG4
scaffold-ma1	211738503	211738816	RVG11_RVG1_RVG4
scaffold-ma1	211767119	211767357	RVG11_RVG1_RVG4
scaffold-ma1	211770649	211771028	RVG11_RVG1_RVG4
scaffold-ma1	211800072	211800595	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	211801212	211801332	RVG11_RVG4
scaffold-ma1	211806531	211806873	RVG11_RVG1_RVG4
scaffold-ma1	211870513	211871158	RVG11_RVG1_RVG4
scaffold-ma1	211990637	211990752	RVG11_RVG1
scaffold-ma1	212001011	212001505	RVG11_RVG1_RVG4
scaffold-ma1	212001708	212002193	RVG11_RVG1_RVG4
scaffold-ma1	212232439	212232707	RVG11_RVG4
scaffold-ma1	212238000	212238214	RVG11_RVG1
scaffold-ma1	212808880	212809207	RVG11_RVG1_RVG4
scaffold-ma1	212917168	212917577	RVG11_RVG1_RVG4
scaffold-ma1	212954144	212954312	RVG11_RVG4
scaffold-ma1	212954583	212955027	RVG11_RVG1_RVG4
scaffold-ma1	212955820	212956024	RVG11_RVG1_RVG4
scaffold-ma1	212980754	212981034	RVG11_RVG1_RVG4
scaffold-ma1	212981162	212981429	RVG11_RVG1_RVG4
scaffold-ma1	212982630	212983182	RVG11_RVG1_RVG4
scaffold-ma1	212994541	212994968	RVG11_RVG4
scaffold-ma1	213096643	213097254	RVG11_RVG1_RVG4
scaffold-ma1	213355366	213356132	RVG11_RVG1_RVG4
scaffold-ma1	213540401	213540718	RVG11_RVG1_RVG4
scaffold-ma1	214200358	214200851	RVG11_RVG1
scaffold-ma1	214342118	214342571	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	214632716	214633726	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	214641870	214642079	RVG11_RVG1_RVG4
scaffold-ma1	214684529	214684792	RVG11_RVG1
scaffold-ma1	214778152	214778944	RVG11_RVG1_RVG4
scaffold-ma1	214801043	214801184	RVG11_RVG1
scaffold-ma1	214801483	214801924	RVG11_RVG1_RVG4
scaffold-ma1	214961199	214961736	RVG11_RVG1_RVG4
scaffold-ma1	215548004	215548309	RVG11_RVG1_RVG4
scaffold-ma1	215685334	215685550	RVG11_RVG1_RVG4
scaffold-ma1	215732860	215733384	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	215767232	215767832	RVG11_RVG1_RVG4
scaffold-ma1	215779108	215779503	RVG11_RVG1_RVG4
scaffold-ma1	215832140	215832424	RVG11_RVG1_RVG4
scaffold-ma1	215858023	215858734	RVG11_RVG1_RVG4
scaffold-ma1	215961479	215961602	RVG11_RVG4
scaffold-ma1	215978437	215978726	RVG1_RVG4
scaffold-ma1	216071919	216072503	RVG11_RVG1_RVG4
scaffold-ma1	216102369	216103547	RVG11_RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-ma1	216149388	216149763	RVG1_RVG4
scaffold-ma1	216155502	216155748	RVG1_RVG4
scaffold-ma1	216159220	216159663	RVG11_RVG1_RVG4
scaffold-ma1	216187145	216187622	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	216193497	216193888	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	216215286	216215686	RVG11_RVG1_RVG4
scaffold-ma1	216513442	216513728	RVG11_RVG1_RVG4
scaffold-ma1	216546841	216547017	RVG1_RVG4
scaffold-ma1	216710898	216711811	RVG11_RVG1_RVG4
scaffold-ma1	217004827	217004958	RVG11_RVG1_RVG4
scaffold-ma1	217469950	217470133	RVG11_RVG1
scaffold-ma1	217540119	217540304	RVG11_RVG1_RVG4
scaffold-ma1	217603158	217603267	RVG11_RVG1
scaffold-ma1	217603617	217604539	RVG11_RVG1_RVG4
scaffold-ma1	217655781	217655942	RVG1_RVG4
scaffold-ma1	217685396	217685543	RVG11_RVG4
scaffold-ma1	217687888	217688062	RVG11_RVG1_RVG4
scaffold-ma1	218387087	218387265	RVG1_RVG4
scaffold-ma1	218402312	218402819	RVG11_RVG1_RVG4
scaffold-ma1	218414261	218414827	RVG11_RVG1_RVG4
scaffold-ma1	218423431	218423759	RVG11_RVG4
scaffold-ma1	218606611	218606912	RVG11_RVG1_RVG4
scaffold-ma1	218610259	218610521	RVG11_RVG1_RVG4
scaffold-ma1	218617170	218617334	RVG11_RVG1_RVG4
scaffold-ma1	218632644	218632938	RVG11_RVG1_RVG4
scaffold-ma1	218667916	218668814	RVG11_RVG1_RVG4
scaffold-ma1	218734243	218734980	RVG11_RVG1_RVG4
scaffold-ma1	218741161	218741571	RVG11_RVG4
scaffold-ma1	218777799	218778143	RVG11_RVG1_RVG4
scaffold-ma1	218795624	218796563	RVG11_RVG1
scaffold-ma1	219035090	219035278	RVG1_RVG4
scaffold-ma1	219081625	219081776	RVG11_RVG4
scaffold-ma1	219179063	219179811	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	219270789	219271066	RVG11_RVG1_RVG4
scaffold-ma1	219316286	219316447	RVG11_RVG4
scaffold-ma1	219346793	219347433	RVG11_RVG1_RVG4
scaffold-ma1	219500402	219500908	RVG11_RVG1_RVG4
scaffold-ma1	219616565	219616731	RVG1_RVG4
scaffold-ma1	219682768	219683102	RVG11_RVG1_RVG4
scaffold-ma1	219697365	219697744	RVG11_RVG1_RVG4
scaffold-ma1	219698575	219699022	RVG11_RVG1_RVG4
scaffold-ma1	219713426	219713572	RVG11_RVG1
scaffold-ma1	219735544	219735922	RVG1_RVG4
scaffold-ma1	219777233	219777706	RVG11_RVG1_RVG4
scaffold-ma1	219786492	219787225	RVG11_RVG1_RVG4
scaffold-ma1	219792258	219792426	RVG11_RVG1_RVG4
scaffold-ma1	219808512	219809268	RVG11_RVG1_RVG4
scaffold-ma1	219856471	219856665	RVG11_RVG4
scaffold-ma1	219858983	219859179	RVG11_RVG4
scaffold-ma1	219860340	219860497	RVG11_RVG4
scaffold-ma1	219870240	219870427	RVG11_RVG1
scaffold-ma1	219873131	219873613	RVG11_RVG1_RVG4
scaffold-ma1	219897519	219897905	RVG11_RVG1_RVG4
scaffold-ma1	219902392	219902620	RVG11_RVG4
scaffold-ma1	219916176	219916369	RVG11_RVG4
scaffold-ma1	219936005	219936481	RVG11_RVG1_RVG4
scaffold-ma1	219976513	219976714	RVG11_RVG1_RVG4
scaffold-ma1	219990487	219990712	RVG11_RVG1_RVG4
scaffold-ma1	220005493	220005717	RVG11_RVG1_RVG4
scaffold-ma1	220010654	220010920	RVG11_RVG1_RVG4
scaffold-ma1	220015274	220015473	RVG11_RVG1
scaffold-ma1	220021948	220022413	RVG11_RVG1_RVG4
scaffold-ma1	220052780	220053415	RVG11_RVG1_RVG4
scaffold-ma1	220072362	220072582	RVG1_RVG4
scaffold-ma1	220113199	220113584	RVG11_RVG1_RVG4
scaffold-ma1	220150021	220150231	RVG11_RVG1
scaffold-ma1	220517608	220517801	RVG1_RVG4
scaffold-ma1	220528963	220529351	RVG11_RVG1_RVG4
scaffold-ma1	220548284	220548927	RVG11_RVG1_RVG4
scaffold-ma1	220594512	220594890	RVG11_RVG1_RVG4
scaffold-ma1	220696839	220697266	RVG11_RVG1_RVG4
scaffold-ma1	220706958	220707742	RVG11_RVG1_RVG4
scaffold-ma1	220789706	220789902	RVG11_RVG1
scaffold-ma1	220790243	220790956	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	220797216	220797561	RVG11_RVG1_RVG4
scaffold-ma1	220820929	220821119	RVG11_RVG1_RVG4
scaffold-ma1	220829454	220829846	RVG11_RVG1_RVG4
scaffold-ma1	220854994	220855239	RVG11_RVG1_RVG4
scaffold-ma1	220901763	220902162	RVG11_RVG1_RVG4
scaffold-ma1	220916567	220917064	RVG11_RVG1_RVG4
scaffold-ma1	220938066	220938295	RVG11_RVG4
scaffold-ma1	220945933	220946427	RVG11_RVG1_RVG4
scaffold-ma1	220946776	220946921	RVG11_RVG1
scaffold-ma1	220981340	220981535	RVG11_RVG1_RVG4
scaffold-ma1	220988228	220988484	RVG11_RVG1_RVG4
scaffold-ma1	221010514	221010997	RVG11_RVG1_RVG4
scaffold-ma1	221026028	221026497	RVG11_RVG1_RVG4
scaffold-ma1	221070017	221070262	RVG11_RVG1_RVG4
scaffold-ma1	221073545	221074197	RVG11_RVG1_RVG4
scaffold-ma1	221106852	221107383	RVG11_RVG1_RVG4
scaffold-ma1	221108140	221108347	RVG11_RVG1_RVG4
scaffold-ma1	221117346	221117833	RVG11_RVG1_RVG4
scaffold-ma1	221165789	221165925	RVG1_RVG4
scaffold-ma1	221171221	221171426	RVG11_RVG1
scaffold-ma1	221174374	221174947	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	221184672	221185181	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	221185933	221186408	RVG11_RVG1_RVG4
scaffold-ma1	221192877	221192998	RVG11_RVG1
scaffold-ma1	221193510	221194101	RVG11_RVG1_RVG4
scaffold-ma1	221213662	221214069	RVG11_RVG1_RVG4
scaffold-ma1	221235823	221236475	RVG11_RVG1_RVG4
scaffold-ma1	221316516	221317046	RVG11_RVG1_RVG4
scaffold-ma1	221317363	221318012	RVG11_RVG1_RVG4
scaffold-ma1	221389909	221390122	RVG11_RVG1_RVG4
scaffold-ma1	221456838	221457027	RVG11_RVG1
scaffold-ma1	221513133	221513624	RVG11_RVG1_RVG4
scaffold-ma1	221563872	221564296	RVG11_RVG1
scaffold-ma1	221565187	221565747	RVG11_RVG4
scaffold-ma1	221582747	221582974	RVG11_RVG1_RVG4
scaffold-ma1	221702807	221703407	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	221708258	221708590	RVG11_RVG1_RVG4
scaffold-ma1	221709672	221709791	RVG11_RVG1_RVG4
scaffold-ma1	221709968	221710705	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	221711197	221711487	RVG11_RVG1_RVG4
scaffold-ma1	221713708	221714040	RVG1_RVG4
scaffold-ma1	221731913	221732880	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	221742242	221742542	RVG11_RVG1_RVG4
scaffold-ma1	221753053	221754048	RVG11_RVG1_RVG4
scaffold-ma1	221769127	221769342	RVG11_RVG1_RVG4
scaffold-ma1	221809450	221809712	RVG11_RVG1_RVG4
scaffold-ma1	221826196	221826337	RVG11_RVG1_RVG4
scaffold-ma1	221837647	221837883	RVG11_RVG1_RVG4
scaffold-ma1	221838076	221838981	RVG11_RVG1_RVG4
scaffold-ma1	221849170	221849445	RVG11_RVG1_RVG4
scaffold-ma1	221855809	221856255	RVG11_RVG1_RVG4
scaffold-ma1	221856479	221856963	RVG11_RVG1_RVG4
scaffold-ma1	221857769	221857866	RVG11_RVG1
scaffold-ma1	221898028	221898389	RVG1_RVG4
scaffold-ma1	221898721	221899004	RVG11_RVG1
scaffold-ma1	221930637	221930999	RVG11_RVG1_RVG4
scaffold-ma1	221932212	221932483	RVG11_RVG1_RVG4
scaffold-ma1	221948305	221948732	RVG11_RVG1_RVG4
scaffold-ma1	221954728	221955077	RVG11_RVG1_RVG4
scaffold-ma1	221964329	221964508	RVG11_RVG1_RVG4
scaffold-ma1	221992416	221993194	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-ma1	221995097	221995250	RVG11_RVG1_RVG4
scaffold-ma1	222053942	222054258	RVG1_RVG4
scaffold-ma1	222054439	222054960	RVG11_RVG1_RVG4
scaffold-ma1	222083092	222083390	RVG11_RVG4
scaffold-ma1	222142998	222143239	RVG11_RVG1_RVG4
scaffold-ma1	222144369	222145334	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	222182472	222183327	RVG11_RVG1_RVG4
scaffold-ma1	222238114	222238340	RVG11_RVG1_RVG4
scaffold-ma1	222356013	222356207	RVG11_RVG1_RVG4
scaffold-ma1	222375072	222376009	RVG11_RVG1_RVG4
scaffold-ma1	222778814	222779043	RVG11_RVG1_RVG4
scaffold-ma1	223184182	223184361	RVG11_RVG1
scaffold-ma1	223185540	223186391	RVG11_RVG1_RVG4
scaffold-ma1	223194510	223194650	RVG11_RVG1_RVG4
scaffold-ma1	223237173	223237346	RVG11_RVG1
scaffold-ma1	223238197	223238711	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	223552030	223552292	RVG11_RVG1_RVG4
scaffold-ma1	223693370	223694212	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	223775454	223775949	RVG11_RVG1_RVG4
scaffold-ma1	223777109	223777374	RVG1_RVG4
scaffold-ma1	223791023	223791248	RVG11_RVG1
scaffold-ma1	223842215	223842980	RVG11_RVG1_RVG4
scaffold-ma1	223844862	223845041	RVG11_RVG4
scaffold-ma1	223939103	223939434	RVG11_RVG1_RVG4
scaffold-ma1	224130767	224131041	RVG11_RVG4
scaffold-ma1	224137796	224138087	RVG11_RVG1_RVG4
scaffold-ma1	224154241	224154692	RVG11_RVG1_RVG4
scaffold-ma1	224388982	224389337	RVG11_RVG1_RVG4
scaffold-ma1	224392074	224392290	RVG11_RVG1_RVG4
scaffold-ma1	224403013	224403150	RVG11_RVG1_RVG4
scaffold-ma1	224423313	224423822	RVG11_RVG1_RVG4
scaffold-ma1	224533815	224534248	RVG11_RVG1_RVG4
scaffold-ma1	224603079	224603393	RVG11_RVG1_RVG4
scaffold-ma1	224634649	224634965	RVG11_RVG1_RVG4
scaffold-ma1	224659124	224659237	RVG1_RVG4
scaffold-ma1	224666187	224666581	RVG11_RVG1_RVG4
scaffold-ma1	224804292	224804395	RVG11_RVG1
scaffold-ma1	224837332	224837938	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	224844617	224844978	RVG11_RVG1_RVG4
scaffold-ma1	224925517	224925812	RVG11_RVG1
scaffold-ma1	224936287	224936685	RVG11_RVG1_RVG4
scaffold-ma1	224938954	224939379	RVG11_RVG1_RVG4
scaffold-ma1	224947544	224947982	RVG11_RVG1_RVG4
scaffold-ma1	224960012	224960345	RVG11_RVG1
scaffold-ma1	224966650	224967452	RVG11_RVG1_RVG4
scaffold-ma1	224985001	224985705	RVG11_RVG1_RVG4
scaffold-ma1	225097338	225097446	RVG1_RVG4
scaffold-ma1	225252551	225253308	RVG11_RVG1_RVG4
scaffold-ma1	225254554	225254700	RVG1_RVG4
scaffold-ma1	225304084	225304476	RVG11_RVG1_RVG4
scaffold-ma1	225341025	225341183	RVG11_RVG1_RVG4
scaffold-ma1	225359393	225359792	RVG11_RVG1_RVG4
scaffold-ma1	225376921	225377204	RVG11_RVG1_RVG4
scaffold-ma1	225551664	225551846	RVG11_RVG1_RVG4
scaffold-ma1	225555747	225556279	RVG11_RVG1_RVG4
scaffold-ma1	225630800	225631351	RVG11_RVG1_RVG4
scaffold-ma1	225640368	225640804	RVG11_RVG1_RVG4
scaffold-ma1	225678265	225678502	RVG1_RVG4
scaffold-ma1	225811049	225811180	RVG11_RVG1
scaffold-ma1	226010509	226011020	RVG11_RVG4
scaffold-ma1	226049476	226050162	RVG11_RVG1_RVG4
scaffold-ma1	226357454	226357618	RVG11_RVG1
scaffold-ma1	226360193	226360394	RVG11_RVG1_RVG4
scaffold-ma1	226654437	226654776	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	226978366	226978474	RVG11_RVG1
scaffold-ma1	226991938	226992211	RVG11_RVG1_RVG4
scaffold-ma1	226994514	226994743	RVG11_RVG1_RVG4
scaffold-ma1	226995038	226995338	RVG11_RVG1_RVG4
scaffold-ma1	227132382	227132711	RVG11_RVG1_RVG4
scaffold-ma1	227495372	227495704	RVG11_RVG1_RVG4
scaffold-ma1	227496329	227496469	RVG11_RVG1_RVG4
scaffold-ma1	227529050	227530026	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	227545224	227545483	RVG11_RVG1_RVG4
scaffold-ma1	227566775	227567013	RVG11_RVG1
scaffold-ma1	227629585	227629878	RVG11_RVG1_RVG4
scaffold-ma1	227643611	227644395	RVG11_RVG1_RVG4
scaffold-ma1	228097949	228098300	RVG11_RVG11_RVG1_RVG4
scaffold-ma1	228490090	228490479	RVG11_RVG1_RVG4
scaffold-ma1	228493396	228493599	RVG11_RVG1
scaffold-ma1	228551109	228551321	RVG11_RVG1_RVG4
scaffold-ma1	228585441	228586107	RVG11_RVG1_RVG4
scaffold-ma1	228614410	228614534	RVG11_RVG1
scaffold-ma1	228641315	228641757	RVG11_RVG1_RVG4
scaffold-ma1	228658693	228659059	RVG11_RVG1_RVG4
scaffold-ma1	228691673	228691870	RVG11_RVG1_RVG4
scaffold-ma1	228693582	228693695	RVG11_RVG1
scaffold-ma1	228694281	228694440	RVG11_RVG4
scaffold-ma1	228701545	228702219	RVG11_RVG1_RVG1_RVG4
scaffold-ma1	228808261	228808522	RVG11_RVG1_RVG4
scaffold-ma1	228865482	228865831	RVG11_RVG1_RVG4
scaffold-ma1	228883665	228884100	RVG11_RVG1_RVG4
scaffold-ma1	228938258	228938785	RVG11_RVG1_RVG4
scaffold-ma1	228949458	228949777	RVG11_RVG1_RVG4
scaffold-ma1	228950072	228950633	RVG11_RVG1_RVG4
scaffold-ma1	229100701	229101011	RVG11_RVG1_RVG4
scaffold-ma1	229167168	229167503	RVG11_RVG1_RVG4
scaffold-ma1	229170695	229170993	RVG11_RVG1_RVG4
scaffold-ma1	229343964	229344361	RVG11_RVG4
scaffold-ma1	229403367	229403782	RVG1_RVG4
scaffold-ma1	229670441	229670632	RVG11_RVG1_RVG4
scaffold-ma1	229880907	229881173	RVG11_RVG1_RVG4
scaffold-ma1	229894374	229894787	RVG11_RVG1_RVG4
scaffold-ma1	229979255	229979388	RVG11_RVG1
scaffold-ma1	230001694	230002036	RVG11_RVG1_RVG4
scaffold-ma1	230023710	230024139	RVG11_RVG1_RVG4
scaffold-ma1	230024448	230025021	RVG11_RVG1_RVG4
scaffold-ma1	230058072	230058346	RVG1_RVG4
scaffold-ma1	230305811	230305931	RVG11_RVG1_RVG4
scaffold-ma1	230307593	230307749	RVG11_RVG1_RVG4
scaffold-ma1	230318578	230318950	RVG11_RVG1_RVG4
scaffold-ma1	230350295	230350684	RVG11_RVG1
scaffold-ma1	230496901	230497779	RVG11_RVG1_RVG4
scaffold-ma1	230558877	230559115	RVG1_RVG4
scaffold-ma1	230613106	230613279	RVG1_RVG4
scaffold-ma1	230617671	230617877	RVG11_RVG1
scaffold-ma1	230744308	230744435	RVG11_RVG1
scaffold-ma1	230788774	230789266	RVG11_RVG4
scaffold-ma1	230877090	230877317	RVG11_RVG1
scaffold-ma1	230925917	230926164	RVG11_RVG4
scaffold-ma1	230936403	230936684	RVG11_RVG1_RVG4
scaffold-ma1	230945264	230945930	RVG11_RVG1_RVG4
scaffold-ma1	230981014	230981212	RVG11_RVG1_RVG4
scaffold-ma1	230991095	230991350	RVG11_RVG1_RVG4
scaffold-ma1	230991592	230991871	RVG11_RVG1_RVG4
scaffold-ma1	231179050	231179293	RVG11_RVG1_RVG4
scaffold-ma1	231197183	231197720	RVG11_RVG1_RVG4
scaffold-ma1	231222203	231222992	RVG11_RVG1_RVG4
scaffold-ma1	231228584	231228868	RVG11_RVG1_RVG4
scaffold-ma1	231266684	231266853	RVG1_RVG4
scaffold-ma1	231296206	231296380	RVG1_RVG4
scaffold-ma1	231435040	231435163	RVG11_RVG1
scaffold-ma1	231439080	231439262	RVG11_RVG4
scaffold-ma1	231444822	231444939	RVG11_RVG1_RVG4
scaffold-ma1	231448489	231448939	RVG11_RVG11_RVG4
scaffold-ma1	231451071	231451354	RVG11_RVG1_RVG4
scaffold-ma1	231451727	231452088	RVG1_RVG4
scaffold-ma1	231462578	231462948	RVG11_RVG1_RVG4
scaffold-ma1	231464285	231464764	RVG11_RVG1_RVG4
scaffold-ma1	231467973	231468249	RVG11_RVG1_RVG4
scaffold-ma1	231469256	231469589	RVG11_RVG1_RVG4
scaffold-ma1	231479277	231479410	RVG11_RVG1
scaffold-ma1	231479832	231480028	RVG11_RVG4
scaffold-ma1	231482296	231482437	RVG11_RVG1_RVG4
scaffold-ma1	231491520	231491820	RVG11_RVG1_RVG4
scaffold-ma1	231503003	231503404	RVG11_RVG1_RVG4
scaffold-ma1	231545968	231546408	RVG11_RVG4
scaffold-ma1	231565128	231565323	RVG11_RVG4
scaffold-ma1	231573714	231573935	RVG11_RVG4
scaffold-ma1	231601944	231602144	RVG11_RVG1_RVG4
scaffold-ma1	231614659	231614966	RVG11_RVG1_RVG4
scaffold-ma1	231642504	231642879	RVG11_RVG1_RVG4
scaffold-ma1	231653250	231653503	RVG11_RVG1_RVG4
scaffold-ma1	231668292	231668562	RVG11_RVG1_RVG4
scaffold-ma1	231682482	231682684	RVG11_RVG4
scaffold-ma1	231904199	231904651	RVG11_RVG1_RVG4
scaffold-ma1	231914854	231914977	RVG11_RVG1
scaffold-ma1	232021799	232022393	RVG11_RVG1_RVG4
scaffold-ma1	232079694	232080004	RVG11_RVG4
scaffold-ma1	232118221	232118540	RVG11_RVG1_RVG4
scaffold-ma1	232167711	232168297	RVG11_RVG1_RVG4
scaffold-ma1	232243074	232243323	RVG11_RVG4
scaffold-ma1	232264656	232264832	RVG11_RVG1_RVG4
scaffold-ma1	232292003	232292520	RVG11_RVG1_RVG4
scaffold-ma1	232309970	232310357	RVG11_RVG1_RVG4
scaffold-ma1	232368563	232368682	RVG11_RVG1
scaffold-ma1	232397437	232397794	RVG11_RVG1_RVG4
scaffold-ma1	232428586	232428786	RVG1_RVG4
scaffold-ma1	232438277	232438486	RVG11_RVG1_RVG4
scaffold-ma1	232440439	232440862	RVG11_RVG1_RVG4
scaffold-ma1	232442033	232442266	RVG11_RVG1_RVG4
scaffold-ma1	232454582	232454742	RVG11_RVG1
scaffold-ma1	232459399	232459744	RVG11_RVG1_RVG4
scaffold-ma1	232464769	232464938	RVG1_RVG4
